Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
GDP (current US$),NY.GDP.MKTP.CD,IDA only,IDX,186186474167.437,248603410062.969,629698302598.449,650408779278.029,738242979081.802,833522757636.59,881148790694.837,960195465079.505,1035220622681.81,1039478554734.75,1060271611687.89,1186015013019.41
GDP (current US$),NY.GDP.MKTP.CD,IDA total,IDA,310754984239.129,424694334595.434,1150019947728.75,1130980343557.6,1455845120196.72,1656436216739.23,1788045890061.4,1944276302494.37,2101886669975.45,2033399081295.74,1988820003334.38,2099617258914.78
GDP (current US$),NY.GDP.MKTP.CD,Late-demographic dividend,LTE,2027190670324.93,3402537908849.18,11652985617227.7,11265079521162.7,13514622752505.8,16481153458684.7,17631925299754.1,19013144237507.8,19700001139782.1,18464411762339.5,18467589315232.1,20452879964143.3
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean,LCN,1170487297728.34,2287147799918.29,4584233320999.89,4306894981162.41,5340986877008.96,6073300034780.13,6134230329295.01,6283950806813.61,6404663412438.65,5504776411963.11,5360659105919.66,5954671133086.38
GDP (current US$),NY.GDP.MKTP.CD,Latin America & Caribbean (excluding high income),LAC,933616782795.849,1797538271308.65,3832672929453.84,3595623145995.27,4474792895301.12,5047012279657.33,5066106342536.36,5185317396876.6,5344270294030.11,4375646245549.31,4263791849337.86,4723050473503.12
GDP (current US$),NY.GDP.MKTP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,1100860265738.55,2173569936380.78,4398562896048.96,4118809334451.44,5146370070706.23,5870414497159.35,5925332953070.06,6070269710668.72,6187003203791.49,5278058941120.62,5134441961597.49,5704712973686.92
GDP (current US$),NY.GDP.MKTP.CD,Least developed countries: UN classification,LDC,156900018586.6,203940727491.717,571465171245.081,582962413224.453,661534508039.736,757956474535.481,805121908439.357,874604129382.353,944663662255.262,928337701072.215,929671974133.327,1062642922681
GDP (current US$),NY.GDP.MKTP.CD,Low & middle income,LMY,3512119252267.66,5661660316309.36,16946313033280.4,16574576011098.2,20241819996730.1,23893758917864.3,25510297321131.2,27052759452828.6,28098670449772.5,26534605934364,26663561044210.5,29236806913808
GDP (current US$),NY.GDP.MKTP.CD,Low income,LIC,114493045917.734,141048127918.866,336094165812.671,352981055214.134,384820500564.596,436772411253.333,473081979379.35,516218637744.243,554429344381.762,530149517198.93,501779518531.243,549653601217.708
GDP (current US$),NY.GDP.MKTP.CD,Lower middle income,LMC,880288706165.545,1271162681568.72,3451889588377.23,3542299023533.36,4491457798285.15,5085109021677.27,5328244735636.7,5551655355159.18,5840971356255.32,5788817724236.97,6036798782954.65,6504155258937.75
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa,MEA,550751246591.596,966685046478.954,2647704729411.94,2368231329944.26,2767867931548.18,3282148441526.9,3575071654292.93,3552428411214.71,3566763468131.32,3141396548651.28,3142484003145.08,3265746599469.31
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (excluding high income),MNA,..,451180870909.139,1235366170569.32,1195903054603.52,1383517141781.51,1568522347333.56,1728262060498.28,1623203517357.34,1597411125089.81,1435241663214.56,1444678670901.96,1431747940489.4
GDP (current US$),NY.GDP.MKTP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,..,447298299633.397,1228766298998.44,1188669247677.49,1374620790527.27,1558059480436.63,1716996947608.91,1610655002615.51,1584604173217.79,1422429595481.82,1431082428979.52,1417009559961.62
GDP (current US$),NY.GDP.MKTP.CD,Middle income,MIC,3401169006255.39,5522957996981.42,16610742666335.7,16227554245823.1,19853890540908.7,23450375132205.3,25031518436630.7,26533427022753.1,27544454671393.8,26005806125663.3,26157827164876.7,28682698960994.9
GDP (current US$),NY.GDP.MKTP.CD,North America,NAC,6575110950908.47,11030552667252.6,16273823136997.2,15795698382986.4,16583580836811.1,17312124677047.8,17985081294447.6,18539718715830.2,19232659728993,19686255793552.8,20166305457752,21049975179140.2
GDP (current US$),NY.GDP.MKTP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
GDP (current US$),NY.GDP.MKTP.CD,OECD members,OED,18716685046034.3,27406671311479.4,45559785845546,42617383634392.2,44647343199663,47978738727937.4,47893614075149.5,48473455967116.2,49485020422394.4,46749026010450.6,47658224273925.7,49626408983606.3
GDP (current US$),NY.GDP.MKTP.CD,Other small states,OSS,54208142242.7831,91668724258.3014,325405061388.487,278727681949.794,323946040400.305,400506466688.512,418809845400.329,435102410506.182,447241690845.66,372657314683.554,364419151281.063,402189384321.193
GDP (current US$),NY.GDP.MKTP.CD,Pacific island small states,PSS,2421503984.14498,3444121190.88235,6554307186.85826,5774704218.32837,6413682686.20816,7627779125.2427,8146587824.6524,8442587804.70101,8798000774.99545,8587236272.49225,9027150901.33749,9687357498.96905
GDP (current US$),NY.GDP.MKTP.CD,Post-demographic dividend,PST,18360785582384.9,26289657755215.1,43196314798397.3,40671905500681.6,42410878734971.4,45528533114047.3,45463035228580.8,45860180860076.5,46789720187109.8,44280375949871.9,45257369047361.3,47087043342548.2
GDP (current US$),NY.GDP.MKTP.CD,Pre-demographic dividend,PRE,167698251507.39,211164900500.939,807316086607.209,731989106262.353,1011346663312.57,1172225911143.32,1288516411180.46,1410489362451.95,1503514664919.15,1306266954404.83,1207093555741.69,1297071888211.81
GDP (current US$),NY.GDP.MKTP.CD,Small states,SST,74450078762.3322,129170128035.929,400834911393.61,342551823244.555,393490982670.797,476512580983.554,497533088629.244,514923768188.375,528564730448.262,452162628392.909,441233983648.481,481208161470.758
GDP (current US$),NY.GDP.MKTP.CD,South Asia,SAS,402049995776.245,614756460255.031,1515643037463.34,1665590819267.7,2042144113594.69,2272003568714.22,2297911379164.91,2356854113186.14,2581994304111.25,2695272602059.97,2903124297500.27,3291737801056.16
GDP (current US$),NY.GDP.MKTP.CD,South Asia (IDA & IBRD),TSA,402049995776.245,614756460255.031,1515643037463.34,1665590819267.7,2042144113594.69,2272003568714.22,2297911379164.91,2356854113186.14,2581994304111.25,2695272602059.97,2903124297500.27,3291737801056.16
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa,SSF,310220128290.08,366908536393.257,1065865093244.95,1023156847146.02,1364274589504.98,1538450942114.34,1613328652768.8,1702768715442.83,1783849360621.76,1610061039227.17,1512472520978.19,1648713664105.39
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (excluding high income),SSA,309850452778.353,366290334087.906,1064896855324.44,1022309308238.17,1363306153919.89,1537385287216.87,1612269486195.49,1701440425955.98,1782506097763.29,1608685391951.83,1511046712038.01,1647227850147.94
GDP (current US$),NY.GDP.MKTP.CD,Sub-Saharan Africa (IDA & IBRD countries),TSS,310220128290.08,366908536393.257,1065865093244.95,1023156847146.02,1364274589504.98,1538450942114.34,1613328652768.8,1702768715442.83,1783849360621.76,1610061039227.17,1512472520978.19,1648713664105.39
GDP (current US$),NY.GDP.MKTP.CD,Upper middle income,UMC,2519721576782.71,4251844926834.68,13158853077958.5,12685255222289.8,15362432742623.6,18365266110528,19703273700994,20981771667593.9,21703483315138.5,20210757470264.1,20108923623800.1,22168418709051.6
GDP (current US$),NY.GDP.MKTP.CD,World,WLD,22573777725713.2,33571151092075.8,63433456720740,60138443581994.6,65956672976970.8,73297338575869.6,74965622671174.7,77050588613141.6,79131444226984.6,74842734112388.4,75936811478760.2,80683787437857.8
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Afghanistan,AFG,..,..,24.6938230129889,29.1359284351699,26.0782527819623,23.5779686892153,23.6436386470918,22.587453161034,22.009298022763,20.5469658803948,20.9658976104561,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Albania,ALB,35.9007899107974,23.4986421224732,16.837088098923,16.7944019813011,17.9558556659906,18.2267655190053,18.7667988940703,19.5651755699076,19.9901534448586,19.7802182377971,19.9067237914091,18.9619498410478
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Algeria,DZA,10.3814320673053,8.39505870834107,6.58667750445662,9.34336655134035,8.46644185558123,8.11034735557068,8.77068803927155,9.85111793371892,10.2863995118628,11.5860331634814,12.295779686707,12.264896416905
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Andorra,AND,..,0.487497832272485,0.442280559393527,0.434939370362639,0.499694105109431,0.534685932590804,0.612256498120194,0.577337772940781,0.496149201132471,0.47019470478715,0.492101388264151,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Angola,AGO,16.3907130467884,5.66468956353549,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Antigua and Barbuda,ATG,1.78073863835594,1.58953974311117,1.54931148778712,1.49670709252756,1.6276262253683,1.92552923109623,1.88087873969873,1.99815666348515,1.57067840155539,1.67455413108606,1.64237654071171,1.63064734144273
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Argentina,ARG,8.12367620787489,4.67991713691322,7.3189545972436,5.27362346890139,7.13216745078964,6.99873377022519,5.7817442068501,6.05291843670451,6.71270351428559,5.1566859021408,6.35390413957503,5.60797453992779
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Armenia,ARM,15.9809183064997,23.2134790301107,16.3084468042341,16.9117957405199,16.9991486336913,20.3253482527647,17.9126819526397,18.4347628834968,18.0720363470662,17.2231200318056,16.39047353385,14.9379783427665
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Aruba,ABW,..,0.410021828071138,0.381582396385472,0.448459565982352,0.449380714888877,0.459125111592909,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Australia,AUS,4.20836077180926,3.12048409721287,2.34176520769526,2.2950770164873,2.20117483232352,2.28041060118694,2.25875200427579,2.28250934556895,2.22004842784952,2.37269674923708,2.4305798250667,2.76664592266362
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Austria,AUT,3.09711971941306,1.64730021298979,1.34222302680426,1.14681776764538,1.26732767225745,1.40191493427276,1.3485513899381,1.25472121594195,1.20094533574497,1.11155469352266,1.10158899771897,1.12729475875089
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Azerbaijan,AZE,26.5006821282401,16.0852885695513,5.6,6.1,5.5,5.1,5.13976950772418,5.3662644804235,5.3,6.2,5.6,5.6309893334436
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Bahamas, The",BHS,2.2085281111813,1.34464685685702,1.04313129393882,0.9096409923502,1.09749043162674,1.09230471329484,1.07271116086003,0.91459972147992,0.852399770016336,0.818330605564648,0.880156772645876,1.00147178530024
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bahrain,BHR,0.949346076458752,..,0.264810510494668,0.337400301689204,0.297677228105778,0.290850277264325,0.275737043040234,0.274788371269985,0.299909668641636,0.315466038696712,0.333018732924105,0.291816190450364
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bangladesh,BGD,30.489833096135,22.7181480755923,17.5956955421992,17.1046290519632,17.0011812592919,16.8099867573503,16.1775631728154,15.4932779979784,15.3516208986344,14.7829974121953,14.0455478408371,13.4134646384475
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Barbados,BRB,3.42548224597616,1.95579048534358,1.22848522996115,1.42195058693519,1.31789808703058,1.22508528395803,1.31755559612143,1.44173441734417,1.38010350776308,1.34485128104447,1.37998034907983,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belarus,BLR,22.9468822170901,12.0968271694147,8.66625369440669,8.37210114506316,8.89193022882009,8.00188774430829,8.13094268308472,6.80909244753712,7.30305697730942,6.2832075832437,6.89528062433517,7.77089135828287
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belgium,BEL,..,1.16794850942213,0.707919062524801,0.649461797098524,0.76242021032565,0.643909109397549,0.784515926576535,0.687975066511223,0.649330197791123,0.68339383924317,0.61749191345839,0.617812138541244
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Belize,BLZ,17.3707783561312,14.649289253598,10.9761792701237,11.2110316167551,11.4966647840947,11.4451149343352,13.0633117071381,13.4427331808711,13.4686556870281,12.573300559394,10.5937804154479,10.854189336235
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Benin,BEN,34.6549453638938,22.8897878854144,23.9691931999624,23.7676056338028,22.7362261746133,22.8438923844652,22.303644794695,21.3456820141022,21.4647359099906,22.4927607161793,23.2404164298103,22.4479132190705
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bermuda,BMU,..,0.668952155022428,0.790533047197938,0.740341052546011,0.748048451939571,0.788755291832432,0.740816720502274,0.745266617746528,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bhutan,BTN,34.377694657731,26.8011997099075,18.4097893833114,18.2268567975041,16.7977019738748,16.3253270158917,15.9646188419033,16.1038694836893,16.7718146517904,16.7408901441806,16.5224756460112,15.1809655398522
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bolivia,BOL,15.3535978702771,12.9658126794824,10.4424044642439,11.1524077966596,10.3899053384135,9.76958569534716,9.81216162670164,9.96697936832877,9.74021737080983,10.239494241516,11.1718754576911,11.5893361104312
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bosnia and Herzegovina,BIH,..,8.90345408434534,7.20726994008071,7.07659973256469,6.79676008073029,6.75774577677582,6.13767226957092,6.84139000642076,5.95105909598808,6.23886444921923,6.37022564342162,5.82378491832778
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Botswana,BWA,4.52615085751558,2.79469978903454,2.5260182420658,2.81908186766969,2.48803777286565,2.45792996147766,2.64647406191655,2.29852887640158,2.08768386271437,2.20072912344984,2.0494299453247,1.98975419279151
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brazil,BRA,6.87330085891951,4.75045997570861,4.56785125720661,4.4767740290855,4.11575648758173,4.34203412773382,4.1683282240444,4.5068861822272,4.32561053879483,4.31914942942436,4.89138608590072,4.56511260377134
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Brunei Darussalam,BRN,0.966141670584548,1.02441349174926,0.635849768848754,0.908956973474342,0.733012306046014,0.575033257520491,0.655379574003277,0.684659216396484,0.86319909894939,1.10248621892226,1.20365490995634,1.08500615637188
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Bulgaria,BGR,17.7459650235952,11.0361431978172,5.8770491465297,4.23835288733851,4.15874272615295,4.5951708168749,4.55955724252929,4.59526008901481,4.56578819933927,4.13673842429771,4.05482211284618,3.74455927187266
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Burkina Faso,BFA,27.9500222744042,30.7893108268158,37.0049682934775,32.3929117019573,32.5402562432393,30.7910247608749,31.4834039635981,31.666159244495,31.3640113158314,30.2716660727511,29.0131868931726,27.821540325315
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Burundi,BDI,51.0568501841364,44.1070401093686,37.2389973311005,36.9963597591488,36.9688738454878,36.9017589012506,37.0693406311999,36.313320971046,35.6701089613444,37.0741241940996,36.3588033381934,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cabo Verde,CPV,14.3907045302362,12.8717827032774,7.7518645534844,8.31904609468959,7.98977731397574,7.84317607257896,8.44654444054803,8.27906804211208,8.01576748495245,8.7436959845919,8.46161277257287,6.40703903144582
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cambodia,KHM,..,35.68562535046,32.7510577693573,33.4907175232552,33.8766787567437,34.5573140316467,33.5196036107247,31.595062429272,28.8713035293412,26.5803600137747,24.7426644196582,23.381462733418
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cameroon,CMR,23.9948703358418,16.7364639372229,13.0957244952834,13.6570609381547,14.0676569950709,13.4796522667294,13.7215245792943,13.8988992120781,14.2261968088339,14.772472349771,15.3299293378697,15.2777109322625
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Canada,CAN,..,..,1.59765457919092,1.37593987360953,1.33166399038343,1.60566397841261,1.64729362609776,1.72529369728679,1.42479574711835,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cayman Islands,CYM,..,..,0.282316132022338,0.330867690841556,0.333062872241292,0.340817111757108,0.344416341953558,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Central African Republic,CAF,45.2677467463767,49.5006130902982,52.5579825883517,51.0844277352746,50.2888287035343,51.5855251156097,50.7499363542639,43.7725590750594,40.5943139111028,39.9980533860561,40.4735416380485,39.6349126056848
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Chad,TCD,27.8887351036294,40.7050940296883,54.5898348030162,46.5493926342762,51.9456230241815,51.1962001303935,54.8998138086533,50.0451924787261,50.6475765600384,50.2129866597865,49.4528502215433,48.5857554384522
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Chile,CHL,7.5423533139546,5.37791872378184,3.71072394497772,3.74118159285523,3.61588964467582,3.67120659392567,3.30478097611631,3.38186805064519,3.92812842706416,3.76087602425113,4.02577334337026,3.83474346383325
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,China,CHN,26.5843081183771,14.6762416552997,10.2508986328991,9.78618898134402,9.53019294093058,9.43451606248288,9.41993615797438,9.29518965196507,9.05992241632572,8.83272400747757,8.56294266093139,7.91511092019469
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Colombia,COL,16.2352985610824,8.3057195333068,6.86625549119222,6.86261882068059,6.50200761941115,6.24655182982897,5.78872094423702,5.59467527660215,5.66371447629992,6.04207118121585,6.67148294662814,6.4590011232569
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Comoros,COM,41.42110056703,38.896203906511,42.5636180469786,42.5939393939394,39.5740297174407,38.78690025785,36.8680861187106,35.8962688529032,34.5263318577123,33.5835896583137,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Congo, Dem. Rep.",COD,30.1499159231409,31.9723582652415,22.618679764393,23.6746666960423,21.4284911226138,20.9170760131289,20.4410607056781,19.3166676270676,18.5625173135672,18.3703885045717,18.5997536402627,19.8929857477605
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Congo, Rep.",COG,12.8608923884514,5.30425299890949,3.67695948934654,4.50589047927157,3.83040701153664,3.38311330102814,3.92577410648846,4.36216603194666,4.83428437081017,7.24349588505798,8.72903676484043,7.24285163661129
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Costa Rica,CRI,11.0903037918515,9.2884888167144,7.01999374338291,7.09192210826637,6.58717809984349,5.83847603297346,5.40932984042143,5.04354220118168,5.12480170383165,4.9566768924467,5.19176920700999,5.20318639315321
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cote d'Ivoire,CIV,32.4984276683643,24.9891157136593,22.6770458073532,21.2002180834824,24.5294275579256,26.6908494054447,22.5325571860508,20.9786259127829,21.051436735908,22.735623257338,20.9363478968684,20.4622245852829
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Croatia,HRV,..,5.33297406601758,4.23117384989286,4.35797012381937,4.16012944491903,4.01341998523968,3.7930752285261,3.70528940109966,3.50087286349942,3.52357890699904,3.42615686442861,3.29312094354683
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cuba,CUB,13.0405490537015,6.60125501383918,3.81703869500364,3.93041237113402,3.61428926750404,3.60487027105378,3.85009775638835,3.92492352361694,3.93770588957314,3.83575415916853,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Cyprus,CYP,6.8591767823588,3.64755425979916,2.09354940545091,1.98891477227086,2.10419959066297,2.18690290961984,1.9784809412151,2.01152118188584,1.82438841524716,1.84872055010709,1.80963933454452,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Czech Republic,CZE,..,3.11524830072208,1.93500835090033,1.64229727745891,1.51950907314237,2.14767629665163,2.34970610200418,2.40363404949772,2.47392721340798,2.22791197930799,2.20621632266553,2.1920048734134
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Denmark,DNK,3.28733211229643,2.15183825302658,0.857799463771253,0.833612539725214,1.20192652819607,1.31212321060571,1.65472120873751,1.30213502052416,1.3824694056275,0.802867928102499,0.800789172308106,1.14568352450591
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Djibouti,DJI,..,..,..,..,..,..,..,1.84256242752715,1.86820836072547,1.77688986354712,1.94253115480255,2.19056444857906
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Dominica,DMA,19.7901498652771,11.8204770332771,11.5652109527541,12.5513338236019,11.4663493748978,12.5011068783915,12.0190288848925,13.881783591472,13.3661261259732,14.2033520751007,16.0753580127578,15.6841982144503
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Dominican Republic,DOM,13.4228254293252,6.71834204747894,6.33582216775516,6.13735251589717,6.05745782580902,5.63686024937601,5.40109385097578,5.30486594625742,5.2369570335154,5.60278482269704,5.78451660200436,5.66749984784636
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Ecuador,ECU,20.5210053878115,15.4045442662352,8.96568289225354,9.91394134641047,9.73311807843671,9.60111666656407,8.64241274882244,8.76934290282697,9.12650825871229,9.45485142211309,9.54487869122644,9.49446924898633
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Egypt, Arab Rep.",EGY,18.4474979421522,15.5380770361658,12.6302400893356,12.9979466513145,13.3407591579645,13.8691050980964,11.2727652713919,11.2743496022361,11.3377089201878,11.394083227628,11.7693159703255,11.4852853025937
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,El Salvador,SLV,16.0136771698893,7.17278477660919,7.09013158708927,6.6685763398088,6.98173415993987,7.33016838470822,6.51434832622772,5.61676946900625,5.86798290249203,5.8137068662398,5.94694743515634,5.79652375924835
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Equatorial Guinea,GNQ,..,..,0.892696119574311,1.05819979061204,1.06137128570531,1.05350238776435,1.05565704629284,1.19199068015273,1.29424877164029,1.88839097627181,2.37337940987505,2.28745463970969
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Eritrea,ERI,..,12.5904217689804,16.7763073752775,14.1242274354984,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Estonia,EST,..,4.32305108563899,2.44428519564243,2.12171696091922,2.79315173761951,3.4033865082877,3.19358148585035,2.98962654662519,3.04799369674776,2.71444894088516,2.20465846985322,2.45894723428343
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Eswatini,SWZ,8.87148663765698,12.315975754846,9.99945390402236,9.25038577172511,10.1562127323485,9.71988392021377,10.3783582576598,10.342810413142,9.45560788484243,9.5909036893687,9.45804814014954,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Ethiopia,ETH,49.4912480282983,44.6660179485759,45.1845583729593,45.8826942649104,41.4468200699758,41.2499638574537,44.3309427521463,41.2395055340925,38.5204496889284,36.0569753905786,34.8449101621578,34.1221356472953
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Fiji,FJI,17.9579343434343,14.9352989681979,10.6974950619792,10.0884444017423,9.38189737562412,9.21716744343046,9.67589967195045,10.1135217321053,9.83694516662727,9.42306666666667,11.1345293817067,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Finland,FIN,5.39391275683991,2.95755938970065,2.16714590291723,2.2250578636572,2.38802779262427,2.36146879396959,2.35894150445711,2.56813778044438,2.40127704721765,2.22562546516288,2.31307902286199,2.31565572963735
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,France,FRA,3.13683503140822,2.0983575513075,1.51522299962858,1.32316199671353,1.60402828863388,1.6502871934041,1.63179503677703,1.45863217691004,1.55635615985933,1.60564438654459,1.45039325701527,1.5096183845652
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,French Polynesia,PYF,1.19318634629758,4.70588232054572,..,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Gabon,GAB,7.32444773540664,6.21362452192229,4.22984203194841,5.04476659880045,3.91337973704563,3.43176097697399,3.35367592539782,3.32892238651401,3.62137445345616,4.31116599047451,4.97196351647294,5.55105205653262
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Gambia, The",GMB,24.3425539103612,24.5322844709577,25.1988755657164,26.2187465099804,28.9526854699572,18.8854660872851,20.3434462676852,18.8643379532236,17.3803396215563,17.3036704595526,16.9861781690808,16.9405147074372
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Georgia,GEO,30,20.602084683333,8.13143072148454,8.10148825795435,7.2787470028608,7.61965544295855,7.38835080072412,8.17589764580973,7.98650175288873,7.89664596515515,7.72741729346126,7.02279406108837
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Germany,DEU,..,0.953186422739643,0.804726474974041,0.660412635960135,0.647271768873592,0.7386649501317,0.702906905077839,0.87890625,0.689725726094385,0.555221526785274,0.553171864315135,0.634317495824843
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Ghana,GHA,44.8476174659294,35.2715219593039,29.4080967578414,30.9933842095403,28.0387379636491,23.663704967184,22.1311546901572,21.6579574431549,20.5377649565945,19.0815458278871,17.6664037665972,17.0201142026357
